product,n_shops,n_rows,udvabony_price,udvabony_url,udvabony_name,techshopbd_price,techshopbd_url,techshopbd_name,makersbd_price,makersbd_url,makersbd_name,electronics.com.bd_price,electronics.com.bd_url,electronics.com.bd_name
IRFP260NPBF IRFP260N IRFP260 IRFP 260 Power MOSFET 200V 50A 280W N-Channel TO-247 HEXFET Power Transistor MOSFET 3 Pin IC MOS Field Effect IC Electronic Components,1,1,239.0,https://udvabony.com/product/irfp260-mosfet/,IRFP260NPBF IRFP260N IRFP260 IRFP 260 Power MOSFET 200V 50A 280W N-Channel TO-247 HEXFET Power Transistor MOSFET 3 Pin IC MOS Field Effect IC Electronic Components,,,,,,,,,
FQP27P06 27P06 60V 27A 120W MOSFET TO-220 P-Channel 3 Pin MOSFET Transistor Power MOS Field Effect Transistor,1,2,180.0,https://udvabony.com/product/n-channel-mosfet-60v-30a/,FQP30P06 30P06 60V 30A 79W MOSFET TO-220 N-Channel 3 Pin MOSFET Transistor Power MOS Field Effect Transistor,,,,,,,,,
IR2104PBF IR2104 2104 MOSFET DIP8 DIP-8 Package IC Gate Driver,1,1,149.0,https://udvabony.com/product/ir2104-mosfet/,IR2104PBF IR2104 2104 MOSFET DIP8 DIP-8 Package IC Gate Driver,,,,,,,,,
ORGINAL TTK2837 2SK-2837 K2837 2837 MOSFET 20A 500V TO-3P Field Effect Transistor Silicon N-Channel Power MOSFET Transistor,1,5,75.0,https://udvabony.com/product/2sk1794-mosfet-900v-6a-100w/,2SK1794 2SK-1794 K1794 1794 MOSFET 900V 6A 100W TO-3P Field Effect Transistor MOSFET,,,,,,,,,
S8050 S-8050 8050 NPN 40V 500mA Low Power Transistor Bipolar Junctions Transistor BJT General Purpose Transistor TO-92 Package 3Pin Leads Silicon NPN Transistor,1,2,3.0,https://udvabony.com/product/s8550-c-transistor/,8550 S8550 S-8550 Transistor BJT PNP 40V 500mA PNP General Purpose Transistor TO-92 Package Bipolar Junctions Transistor 3 Pin Leads,,,,,,,,,
BD136 BD-136 BD 136 PNP Transistor 45V 1.5A PNP Power Transistor TO-126 Bipolar Transistor IC Medium Power Silicon PNP Triode Transistor 3 Pin Leads,1,4,8.0,https://udvabony.com/product/bd136-pnp-transistor/,BD136 BD-136 BD 136 PNP Transistor 45V 1.5A PNP Power Transistor TO-126 Bipolar Transistor IC Medium Power Silicon PNP Triode Transistor 3 Pin Leads,,,,,,,,,
2SC2328 2S-C2328 2SC 2328 C2328 NPN Transistor 30V 2A 1W Low Transistor TO-92L NPN Bipolar Transistor Triode Plastic Encapsulate IC Chips Power MOSFET,1,11,5.0,https://udvabony.com/product/c829-npn-transistor/,2SC829 2SC 829 2SC-829 C829 829 NPN Transistor 30V 30mA 230MHz NPN Transistor TO-92 Package Silicon NPN Epitaxial Planar Type Transistors,,,,,,,,,
TIP3055 TIP-3055 TIP 3055 NPN Transistor 60V 15A Power Transistor Silicon Voltage Amplifier TO-247 3 Pin Leads High Speed Switching Transistor,1,3,30.0,https://udvabony.com/product/tip125c-pnp-power-darlington-transistor/,TIP125C TIP125 TIP 125 PNP Transistor 60V 5A 65W Power Darlington Triode Transistor Silicon High Power Amplifier TO-220 Bipolar Transistor,,,,,,,,,
2N5459 2N 5459 25V 10mA Power MOSFET Transistor N-Channel TO-92 Depletion Mode JFET Low Level Audio Amplifier & Switching Transistors,1,1,55.0,https://udvabony.com/product/2n5459-transistor/,2N5459 2N 5459 25V 10mA Power MOSFET Transistor N-Channel TO-92 Depletion Mode JFET Low Level Audio Amplifier & Switching Transistors,,,,,,,,,
2N6292 2N-6292 2N 6292 NPN Transistor 70V 7A 40W Silicon Plastic Bipolar Power Transistor TO-220 General Purpose Amplifier Power MOSFET,1,2,30.0,https://udvabony.com/product/2n6107-pnp-power-transistor/,2N6107G 2N6107 2N 6107 PNP Transistor 70V 7A 40W Silicon Plastic Bipolar Power Transistor TO-220 General Purpose Amplifier Power MOSFET,,,,,,,,,
2N2646 2N-2646 2646 50mA 30V 300mW PN Unijunction Transistors Electronics Components Parts,1,1,240.0,https://udvabony.com/product/2n2646-unijunction-transistor/,2N2646 2N-2646 2646 50mA 30V 300mW PN Unijunction Transistors Electronics Components Parts,,,,,,,,,
KC6388 Rocker Switches 2 Pin 6A 250V 2 Positions SPDT ON OFF 6388 Rocker Switches Power Switch Black & Red Color Micro Switches For Electronic Projects,1,8,5.0,https://udvabony.com/product/kcd1rocker-switch-2-pin-3a-250vac-2-positions/,KCD1-11 Rocker Switch 2 Pin 3A 250VAC 2 Positions SPDT ON OFF Boat Rocker Switch Micro Rocker Switch,,,,,,,,,
5A Micro Limit Switch 3 Pin 5A 125V 250VAC SPDT 3 Pin 10mm Long Straight Hinge Lever Arm Switch Micro Limit Switch Momentary Push Switch For 3D Printers CNC Machine DIY,1,4,25.0,https://udvabony.com/product/limit-switch-hing-16a-250vac-spdt-2-pin/,2 PIN LIMIT Switch 2 Pin Without Hing 6A 250VAC SPDT 2 Pin Without Lever Micro Limit Switch Push Button Switch Momentary Push Switch For 3D CNC Machine,,,,,,,,,
Adjustable Trimmer VARIABLE Capacitor 0-60pF 6mm 2 Pin Leads Plastic Cover Trimmer Capacitor Variable Capacitor Regulator For Arduino,1,1,17.0,https://udvabony.com/product/trimmer-variable-0-40pf-capacitor/,Adjustable Trimmer VARIABLE Capacitor 0-60pF 6mm 2 Pin Leads Plastic Cover Trimmer Capacitor Variable Capacitor Regulator For Arduino,,,,,,,,,
10mm Long HEAD 3Pin Self-Lock TOGGLE Switch MTS202 AC 125V 6A 3 Pin 3 Positions SPDT ON-OFF-ON Miniature Toggle Switch With 10mm Handle For Car Bus Truck CNG,1,1,45.0,https://udvabony.com/product/mts202-6a125vac-miniature-toggle-switch/,10mm Long HEAD 3Pin Self-Lock TOGGLE Switch MTS202 AC 125V 6A 3 Pin 3 Positions SPDT ON-OFF-ON Miniature Toggle Switch With 10mm Handle For Car Bus Truck CNG,,,,,,,,,
GREEN Waterproof Industrial KCD4 Rocker Switch 30A 250V 4 Pin Switch On Off 2 Positions Full Illuminated Neon GREEN Indicators DPST Power Switch 30A Rocker Switch For Motor Car IPS UPS,2,17,15.0,https://udvabony.com/product/rocker-switch-6a-250v-ac-3-pins-3-position/,KCD1-5-103 Round Boat Rocker Switch 6A 250V AC 3 Pins 3 Position On Off On AC SPDT Car Boat Rocker Switch 20mm Diameter Snap 3 Way Rocker Switch Panel Mount For Auto Car Boat IPS UPS,,,,75.0,https://makersbd.com/product/high-load-kcd4-rocker-switch-16a-250v-4-pin-black-red-114,High Load KCD4 Rocker Switch 16A 250V 4 Pin Black-Red,,,
Right Angle Momentary 2Pin Tactile Tact Push Button Switch 2 Pin 6x6x7mm 90 Degree Bend On Off PCB DIP Through Hole Touch Switch Momentary Push Button Switch,1,2,5.0,https://udvabony.com/product/tact-switch-90-degree-bend-black/,Right Angle Momentary 2Pin Tactile Tact Push Button Switch 2 Pin 6x6x7mm 90 Degree Bend On Off PCB DIP Through Hole Touch Switch Momentary Push Button Switch,,,,,,,,,
4 CORE Soldering Iron Coil 4 Wire Heat Element DC 24V 50W 4 Core Tatal Replacement Ceramic Heating Element Thermal Core For Iron Heater Electric Soldering Iron Stations,1,1,99.0,https://udvabony.com/product/soldering-iron-coil-ceramic-heating-element/,4 CORE Soldering Iron Coil 4 Wire Heat Element DC 24V 50W 4 Core Tatal Replacement Ceramic Heating Element Thermal Core For Iron Heater Electric Soldering Iron Stations,,,,,,,,,
Square Off-On Push Button Switch Reset Switches,1,1,15.0,https://udvabony.com/product/square-off-on-red-pushbutton/,Square Off-On Push Button Switch Reset Switches,,,,,,,,,
TDA7293 AC 12v-32V 100W Audio Amplifier Board Module Mono Single Channel,2,2,590.0,https://udvabony.com/product/tda7293-ac-12v-32v-100w-audio-amplifier-board/,TDA7293 AC 12v-32V 100W Audio Amplifier Board Module Mono Single Channel,,,,,,,548.0,https://electronics.com.bd/dc-12v-tda7379-38w38w-stereo-amplifier-board,DC 12V TDA7379 38W+38W Stereo Amplifier Board
DS1307 RTC DS1307ZN DS1307 IC SOP DIP-8 8 Pin Leads IC,1,1,40.0,https://udvabony.com/product/ds1307-rtc-model-dic-00106/,DS1307 RTC DS1307ZN DS1307 IC SOP DIP-8 8 Pin Leads IC,,,,,,,,,
OEC12C885 DS12C885 Real Time Clock Timekeeper DIP-24 Dual In Line Package Electrical Circuitry & Parts,1,1,220.0,https://udvabony.com/product/ds12c885-rtc-model-dic-00105/,OEC12C885 DS12C885 Real Time Clock Timekeeper DIP-24 Dual In Line Package Electrical Circuitry & Parts,,,,,,,,,
MC34063 MC34063 34063 Voltage Regulators Switching Regulator DC-DC Converter DIP 8 Pin Leads IC,1,1,15.0,https://udvabony.com/product/34063-dc-dc-converter-model-dic-00081/,MC34063 MC34063 34063 Voltage Regulators Switching Regulator DC-DC Converter DIP 8 Pin Leads IC,,,,,,,,,
ADC0803LCN ADC0803 8-Bit Compatible A/D Converters IC DIP-20 Dual In Line Package Dual In Line Package Electrical Circuitry & Parts,1,1,189.0,https://udvabony.com/product/adc0803-8-bit-a-d-converter-model-dic-00082/,ADC0803LCN ADC0803 8-Bit Compatible A/D Converters IC DIP-20 Dual In Line Package Dual In Line Package Electrical Circuitry & Parts,,,,,,,,,
DAC0800LCN DAC0800L DAC0800 DAC-0800 Digital To Analog Converter D/A Integrated Circuit DIP-16 Dual In Line Package IC Electrical Circuitry & Parts,1,1,470.0,https://udvabony.com/product/dac0800-8-bit-d-a-converter-model-dic-00084/,DAC0800LCN DAC0800L DAC0800 DAC-0800 Digital To Analog Converter D/A Integrated Circuit DIP-16 Dual In Line Package IC Electrical Circuitry & Parts,,,,,,,,,
A Class KA331 LM331 331 Voltage To Frequency Converter VF IC DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,90.0,https://udvabony.com/product/ka331n-v-f-converter-model-dic-00057/,A Class KA331 LM331 331 Voltage To Frequency Converter VF IC DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
MAX232 MAX 232 Dual RS232 Receiver Transmitter Dual Driver Converter IC Serial Port to TTL Converter DIP-16 16 Pin Dual In Line Package Chip Electrical Circuitry & Parts,2,2,55.0,https://udvabony.com/product/max232-dual-driver-receiver-model-dic-00079/,MAX232 MAX 232 Dual RS232 Receiver Transmitter Dual Driver Converter IC Serial Port to TTL Converter DIP-16 16 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,54.0,https://electronics.com.bd/max232-232-driverreceiver,MAX232 - 232 Driver/Receiver
MAX238ENG MAX238EN MAX238 Multichannel Driver Receiver DIP-24 24 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,461.0,https://udvabony.com/product/max238-multichannel-driver-receiver/,MAX238ENG MAX238EN MAX238 Multichannel Driver Receiver DIP-24 24 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
LCR-T4 Digital Component Tester Transistor Diode Triode Capacitance Resistance E.S.R Meter MOS PNP NPN Checker With LCD Display LCR-T4 Component Testers,1,1,1550.0,https://udvabony.com/product/component-tester-lcr-t4/,LCR-T4 Digital Component Tester Transistor Diode Triode Capacitance Resistance E.S.R Meter MOS PNP NPN Checker With LCD Display LCR-T4 Component Testers,,,,,,,,,
Axial Inductor 330µH 0.5W Axial Lead Color Ring Conformal Fixed Inductors Axial Through Hole For Electronics Projects DIY,1,12,8.0,https://udvabony.com/product/inductor-120uh/,Axial Inductor 120µH 0.5W Axial Lead Color Ring Conformal Fixed Inductors Axial Through Hole For Electronics Projects DIY,,,,,,,,,
RADIAL Type 470uH Inductors 470uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole 2 Pin Leads Terminals Connections Leg,1,1,8.0,https://udvabony.com/product/inductor-470uh/,RADIAL Type 470uH Inductors 470uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole 2 Pin Leads Terminals Connections Leg,,,,,,,,,
Telescoping Magnetic Pick-Up Tool 8lbs Pull Capacity Size 175-845mm Magnetic Pen Pickup Professional Tools Flexible Strong Magnetic Extendable Hand Tool Sets,1,1,450.0,https://udvabony.com/product/magnetic-pen-175-845mm-pickup-tools/,Telescoping Magnetic Pick-Up Tool 8lbs Pull Capacity Size 175-845mm Magnetic Pen Pickup Professional Tools Flexible Strong Magnetic Extendable Hand Tool Sets,,,,,,,,,
Radial Inductor 65uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole Lead For PCB Board Electronics Projects DIY,1,1,10.0,https://udvabony.com/product/inductor-65uh/,Radial Inductor 65uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole Lead For PCB Board Electronics Projects DIY,,,,,,,,,
RADIAL Type 50uH Inductors 50uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole 2 Pin Leads Terminals Connections Leg,1,1,8.0,https://udvabony.com/product/inductor-50uh/,RADIAL Type 50uH Inductors 50uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole 2 Pin Leads Terminals Connections Leg,,,,,,,,,
RESISTOR Type 1.0uH Axial Inductor 1.0uH 0.5W Axial Leads Color Ring Conformal Fixed Inductors Axial Through Hole 2 Pin Leads Terminals Connections Leg,1,2,8.0,https://udvabony.com/product/inductor-10uh/,RESISTOR Type 10uH Axial Inductor 10uH 0.5W Axial Leads Color Ring Conformal Fixed Inductors Axial Through Hole 2 Pin Leads Terminals Connections Leg,,,,,,,,,
Tactile Switch Push Switch 2×4 Matrix 8 Keypad Keyboard Module 2×4 Matrix 8 Array Keyboard 8 Button Micro Switch Tactile Push Button Switch,1,1,199.0,https://udvabony.com/product/tactile-push-switch-2x4-matrix-8-keypad/,Tactile Switch Push Switch 2×4 Matrix 8 Keypad Keyboard Module 2×4 Matrix 8 Array Keyboard 8 Button Micro Switch Tactile Push Button Switch,,,,,,,,,
BLACK Tweezer Curved Style ESD-15 High Precision Grade Polished Tweezer Thin Curve 115mm Length Stainless Steel Hair Treatment Electronics Tweezers,1,2,99.0,https://udvabony.com/product/curved-tweezer-bk-15/,Tweezer Curved Style High Precision Grade Polished Tweezer Thin Curve 115mm Length Stainless Steel Hair Treatment Electronics Tweezers,,,,,,,,,
Tweezer Straight Style High Precision Grade Polished Tweezer Thin Straight 110mm Length Stainless Steel Hair Treatment Electronics Tweezers,1,1,115.0,https://udvabony.com/product/tweezer-bk-11/,Tweezer Straight Style High Precision Grade Polished Tweezer Thin Straight 110mm Length Stainless Steel Hair Treatment Electronics Tweezers,,,,,,,,,
0.9mm TUNGSTEN Steel Drill Bit 0.9mm HSS Carbide Micro Drill Bits For Tools Sets PCB Board Holing 0.9mm Drill Bit High Grade Solid Carbide Tungsten Steel,1,6,14.0,https://udvabony.com/product/drill-bit-0-6mm/,Drill Bit 0.6mm HSS Twist Drill Bits 0.6mm High Speed Steel With 0.6mm Shank For Drill Machine Chuck,,,,,,,,,
Extractor IC Chip Extractor Circuit ROM Mother Board Remover Puller Plier Tool PLCC Spring Assisted Extraction Tool,1,1,160.0,https://udvabony.com/product/ic-remover-low-price-edition/,Extractor IC Chip Extractor Circuit ROM Mother Board Remover Puller Plier Tool PLCC Spring Assisted Extraction Tool,,,,,,,,,
MANUAL HAND Drill Machine PCB Tools Sets Hand Held PCB Drill Machine Drilling Range 0-2mm Total Length 7.5″ Inch For Drilling PCB Board,1,1,199.0,https://udvabony.com/product/hand-held-pcb-drill-machine/,MANUAL HAND Drill Machine PCB Tools Sets Hand Held PCB Drill Machine Drilling Range 0-2mm Total Length 7.5″ Inch For Drilling PCB Board,,,,,,,,,
MB102 Breadboard Power Supply Module Solderless 3.3V 5V Breadboard Power Supply Module For Arduino DIY Do Not Need Any Cables For Power Supply,1,1,90.0,https://udvabony.com/product/breadboard-power-supply-stick-3-3v-5v/,MB102 Breadboard Power Supply Module Solderless 3.3V 5V Breadboard Power Supply Module For Arduino DIY Do Not Need Any Cables For Power Supply,,,,,,,,,
RFID MFRC-522 RC522 RF IC Card Sensor Module With S50 Key Card Keychain 13.56MH For Arduino UNO Mega 2560 R3 Nano Raspberry Pi Electronics Circuitry & Parts,2,2,160.0,https://udvabony.com/product/mfrc-522-rfid-module/,RFID MFRC-522 RC522 RF IC Card Sensor Module With S50 Key Card Keychain 13.56MH For Arduino UNO Mega 2560 R3 Nano Raspberry Pi Electronics Circuitry & Parts,,,,,,,175.0,https://electronics.com.bd/rfid-rc522-rf-ic-card-sensor-module,RFID-RC522 RF IC Card Sensor Module
HW-132 BUCK BOOST 2 In 1 Convert DC DC Step Down Buck With Step Up Boost Module Adjustable DC 3.5-12V To 1.2-24V Power Supply Voltage Regulator 5V To 3.3V-24V,1,1,299.0,https://udvabony.com/product/buck-boost-converter-lm2587/,HW-132 BUCK BOOST 2 In 1 Convert DC DC Step Down Buck With Step Up Boost Module Adjustable DC 3.5-12V To 1.2-24V Power Supply Voltage Regulator 5V To 3.3V-24V,,,,,,,,,
Micro USB 5 Pin Micro USB Breakout Board Micro USB B Type Socket For Charging Discharging Electronics Project DIY,1,1,20.0,https://udvabony.com/product/micro-usb-breakout-board/,Micro USB 5 Pin Micro USB Breakout Board Micro USB B Type Socket For Charging Discharging Electronics Project DIY,,,,,,,,,
Efficiency 97.5% Buck Module 5V 3A Buck Converter Adapters DC To DC Step Down Buck Converter 3A 6-24V 12V 24V To 5V Buck Converter USB Phone Charging Circuit,1,1,70.0,https://udvabony.com/product/dc-dc-buck-converter-usb/,Efficiency 97.5% Buck Module 5V 3A Buck Converter Adapters DC To DC Step Down Buck Converter 3A 6-24V 12V 24V To 5V Buck Converter USB Phone Charging Circuit,,,,,,,,,
A CLASS LM358 IC LM358P LM358N Low Power Dual Operational Amplifier Op-Amp OPAMP Integrated Circuit DIP-8 8 Pin Leads Dual In Line Package Chip,1,3,12.0,https://udvabony.com/product/lm358-opamp/,LM358 LM358P LM358N Operational Amplifiers IC Low Power Dual Operational Amplifiers LM 358 DIP 8 Pin Chip IC,,,,,,,,,
CHINA LM324 LM324N LM 324 Operational Amplifiers Op-Amp IC OPAMP Integrated Circuit DIP-14 14 Pin Dual In Line Package Chip,1,2,20.0,https://udvabony.com/product/lm324-opamp/,CHINA LM324 LM324N LM 324 Operational Amplifiers Op-Amp IC OPAMP Integrated Circuit DIP-14 14 Pin Dual In Line Package Chip,,,,,,,,,
UA741CP UA741CN UA741 741 Low Power Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,2,2,25.0,https://udvabony.com/product/ua741cp-ua741cn-ua741-741-operational-amplifi/,UA741CP UA741CN UA741 741 Low Power Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,30.0,https://electronics.com.bd/dip-ic-8pin-ua741cn-ua741cp-ua741-amp-lm741-741-dip-8,DIP IC 8pin UA741CN UA741CP UA741 Amp LM741 741 DIP-8
LM386 IC LM386 Amplifier IC LM386P IC LM386N OPAMP Dual Operational Amplifiers DIP 8 Pin Leads Chip IC,1,1,15.0,https://udvabony.com/product/lm386-opamp/,LM386 IC LM386 Amplifier IC LM386P IC LM386N OPAMP Dual Operational Amplifiers DIP 8 Pin Leads Chip IC,,,,,,,,,
TDA2822 TDA 2822 OPAMP DC 1.8V 12V 1W Stereo Audio Amplifier IC Dual In Line Package Low Voltage Power Amplifier DIP 8 Pin IC,1,1,25.0,https://udvabony.com/product/tda2822-opamp/,TDA2822 TDA 2822 OPAMP DC 1.8V 12V 1W Stereo Audio Amplifier IC Dual In Line Package Low Voltage Power Amplifier DIP 8 Pin IC,,,,,,,,,
CD4008BE CD4008 CD-4008 4008 DIP-16 Pin Dual In Package 4-Bit Full Adder with Parallel Carry Out IC Breadboard Friendly IC,1,1,30.0,https://udvabony.com/product/cd4008-ic-cd-4008/,CD4008BE CD4008 CD-4008 4008 DIP-16 Pin Dual In Package 4-Bit Full Adder with Parallel Carry Out IC Breadboard Friendly IC,,,,,,,,,
MEDIUM CLASS CD4049 CD4049BE CD-4049 4049 DIP-16 Pin Leads Dual In Package IC Breadboard Friendly IC,1,2,30.0,https://udvabony.com/product/4049-buffer-model-dic-00092/,MEDIUM CLASS CD4049 CD4049BE CD-4049 4049 DIP-16 Pin Leads Dual In Package IC Breadboard Friendly IC,,,,,,,,,
CD4050BE CD4050 CD-4050 4050 DIP-16 Pin Dual In Package Hex Buffer Converter Non-inverting Buffer IC Breadboard Friendly IC,2,2,30.0,https://udvabony.com/product/4050-buffer-model-dic-00093/,CD4050BE CD4050 CD-4050 4050 DIP-16 Pin Dual In Package Hex Buffer Converter Non-inverting Buffer IC Breadboard Friendly IC,,,,,,,31.0,https://electronics.com.bd/cd4050-hexbufferconverter,CD4050 Hex/Buffer/Converter
74125 / 74HC125 / 74LS125 Buffer/Line Driver DIP14,2,2,45.0,https://udvabony.com/product/74125-buffer-model-dic-00090/,74125 SN74HC125N 74HC125 74LS125 DIP 14 Pin IC,,,,,,,35.0,https://electronics.com.bd/74125-74hc125-74ls125-bufferline-driver-dip14,74125 / 74HC125 / 74LS125 Buffer/Line Driver DIP14
74244 SN74HC244N 74HC244 74LS244 DIP 20 Pin IC,1,1,40.0,https://udvabony.com/product/74244-buffer-model-dic-00094/,74244 SN74HC244N 74HC244 74LS244 DIP 20 Pin IC,,,,,,,,,
MC14042B MC14042 14042 IC Buffer Quad Transparent DIP-16 16 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,30.0,https://udvabony.com/product/14042-buffer-model-dic-00043/,MC14042B MC14042 14042 IC Buffer Quad Transparent DIP-16 16 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
TL074CN TL074C TL074 Input Low Noise Operational Amplifier Op-Amp IC OPAMP DIP-14 14 Pin Leads Dual In Line Package Chip Pin,1,1,25.0,https://udvabony.com/product/tl074-opamp/,TL074CN TL074C TL074 Input Low Noise Operational Amplifier Op-Amp IC OPAMP DIP-14 14 Pin Leads Dual In Line Package Chip Pin,,,,,,,,,
LM301AN LM301A LM301 Operational Amplifier Op-Amp OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,45.0,https://udvabony.com/product/lm301-opamp/,LM301AN LM301A LM301 Operational Amplifier Op-Amp OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
TL084CN TL084C TL084 JFET Input Low Noise Quad Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-14 14 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,45.0,https://udvabony.com/product/tl084-opamp/,TL084CN TL084C TL084 JFET Input Low Noise Quad Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-14 14 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
OP177 OP-177 Ultra-Precision Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,300.0,https://udvabony.com/product/op177-opamp/,OP177 OP-177 Ultra-Precision Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
LM308 LM308P LM308N Low Power Dual Operational Amplifier Op-Amp OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,80.0,https://udvabony.com/product/lm308-opamp/,LM308 LM308P LM308N Low Power Dual Operational Amplifier Op-Amp OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
CD4017 CD4017BE CD-4017 4017 DIP-16 Pin Leads Dual In Package IC Breadboard Friendly IC,1,1,25.0,https://udvabony.com/product/cd4017-johnson-counter-model-dic-00070/,CD4017 CD4017BE CD-4017 4017 DIP-16 Pin Leads Dual In Package IC Breadboard Friendly IC,,,,,,,,,
A Class TL072 TL072CP TL072C Low Noise JFET Dual Input Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,2,2,70.0,https://udvabony.com/product/tl072-opamp/,A Class TL072 TL072CP TL072C Low Noise JFET Dual Input Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,45.0,https://electronics.com.bd/tl072-dual-jfet-input-op-amp,TL072 DUAL JFET INPUT OP-AMP
LF356N LF356 356 Operational Amplifier IC JFET Input OPAMP DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,1,1,55.0,https://udvabony.com/product/lf356-opamp/,LF356N LF356 356 Operational Amplifier IC JFET Input OPAMP DIP-8 8 Pin Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
CD4026BE CD4026 CD-4026 4026 DIP-16 Pin Package Joh-nson Decade Counter with Seven Segment Display Driver CMOS IC Breadboard Friendly IC,1,1,60.0,https://udvabony.com/product/cd4026-johnson-counter-model-dic-00125/,CD4026BE CD4026 CD-4026 4026 DIP-16 Pin Package Joh-nson Decade Counter with Seven Segment Display Driver CMOS IC Breadboard Friendly IC,,,,,,,,,
OP07CP OP07 IC Operational Amplifier Op-Amp OP07 OPAMP IC Integrated Circuit DIP-8 8 Pin Leads Dual In Line Package Chip,1,1,55.0,https://udvabony.com/product/op07cp-opamp/,OP07CP OP07 IC Operational Amplifier Op-Amp OP07 OPAMP IC Integrated Circuit DIP-8 8 Pin Leads Dual In Line Package Chip,,,,,,,,,
MC1458 MC1458L IC MC1458P OPAMP LMC1458N Audio IC Operational Amplifier Op-Amp IC DIP-8 8 Pin Leads Package,1,1,25.0,https://udvabony.com/product/mc1458-opamp/,MC1458 MC1458L IC MC1458P OPAMP LMC1458N Audio IC Operational Amplifier Op-Amp IC DIP-8 8 Pin Leads Package,,,,,,,,,
LA6358N 6358N 6358 OPAMP IC DIP-8 Dual In Line Package Chip Electrical Circuitry & Parts,1,1,50.0,https://udvabony.com/product/6358n-opamp/,LA6358N 6358N 6358 OPAMP IC DIP-8 Dual In Line Package Chip Electrical Circuitry & Parts,,,,,,,,,
CD4060 CD4060BE CD-4060 4060 DIP-16 Pin Package IC Breadboard Friendly Leads IC,1,1,25.0,https://udvabony.com/product/cd4060-binary-counter-model-dic-00099/,CD4060 CD4060BE CD-4060 4060 DIP-16 Pin Package IC Breadboard Friendly Leads IC,,,,,,,,,
CHINA LM318 LM-318 318 Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical,1,1,79.0,https://udvabony.com/product/lm318-opamp/,CHINA LM318 LM-318 318 Operational Amplifier Op-Amp IC OPAMP Integrated Circuit DIP-8 8 Pin Dual In Line Package Chip Electrical,,,,,,,,,
74161 SN74HC161N 74HC161 74LS161 DIP 16 Pin IC,2,2,40.0,https://udvabony.com/product/74161-synchronous-counter-model-dic-00112/,74161 SN74HC161N 74HC161 74LS161 DIP 16 Pin IC,,,,,,,40.0,https://electronics.com.bd/74161-74hc161-74ls161-counter-dip16,74161 / 74HC161 / 74LS161 Counter DIP16
75176 SN74HC176N 74LS176 DIP 4 Pin IC DIP4 Package,1,2,40.0,https://udvabony.com/product/74176-decade-counter-model-dic-00148/,74176 SN74HC176N 74HC176 74LS176 DIP 14 Pin IC,,,,,,,,,
CD4040BE CD4040 CD-40470 4040 DIP-16 Pin Package 12 Stage Binary Contador Divisor Ripple Counter IC Breadboard Friendly IC,1,1,30.0,https://udvabony.com/product/cd4040-binary-counter-model-dic-00098/,CD4040BE CD4040 CD-40470 4040 DIP-16 Pin Package 12 Stage Binary Contador Divisor Ripple Counter IC Breadboard Friendly IC,,,,,,,,,
